Username,Comment
@dhruvmishra9769,Shudhdesicomic insta s aaya hu vlogs dekhkr gjb ho yr Bhai aap 😂😂😂
@shashimohini8273,Fabulous 😂😂
@AlkeshPathriyal,bhut zabardast 😂😂😂😂😂😂😂😂😂
@karansuri555,Outstanding ✅
@amananand3893,Abhi Tak ka sabse danger comedy 💀
@hdna_je_classes,Gupta ji rocks ...🎉
@eshansrivastav233,Hahahaa bahut badhiya Ravi 😅😅
@Peloworld888,Bhai apki awaz mast h
@ginggutajesorum8377,❤ from Arunachal Pradesh Gupta ji
@iampintusaini_rj_18,mja aa gya bhai sahab
@Wdym.100,"Bro you are awesome I really enjoyed the whole video "" Gupta ji tussi cha gye "" ❤🥂"
@tothepoint7939,❤❤
@devashishbhargav9762,Are Arjit Singh ne kabse standup chalu kar diya
@Kuldeepkumar03,Kahan rah gyi bhoori 😂😂
@pratiks2008,Arijit Singh songs se rulata he bad me stand up comedy se hasata he 😂
@CloudHikers,First standup comeddy which I can show to my family.
@heyadiz,Maja aa gya bhaiya ji exam ke bich me thoda sa stress release hua ❤
@vijaygurung8362,Lots of love from Nepal vhai ji...mazza aa jata hai aap ka show dekh kar❤❤😂😂😊
@prax1ano,Hohum
@swatidhawan942,This is man is super awesome
@supamv2686,Arijit Singh
@mohammadsarfarazsiddique1334,Very good brother ❤
@amanirathirathi258,🎉🎉🎉🎉❤❤❤
@anadigroup372,Love you bro ❤
@viveksawant5760,..मै.....बहोत...हंसा....रे.....बाबा......🤣🤣🤣🤣❤️
@22yk88,Arjit sir ab v kamlke ho kabhi hasate ho toh kabhi rulate ho. Challo duao main yad rakhna❤😢😂🎉
@yatvinderkaur3635,🤣🤣🤣
@DAVianPRASHANTSIR,"I love your show, your comic but due to my profession I can't share to anyone"
@vikasgova2728,Arjit singh bhai ek gaana suna dete yr kya bakwas kr k chle gye
@anuraagchandra22,Absolutely fantastic
@AKARSH696,❤❤
@maheshparmar4588,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@salmanrangrezz4281,"Bahut Acha Gupta g 
Maza 😂a gaya"
@Jay-rd8ib,Best
@asitkumar4418,Kutta ni kukkur kehte h usko😂😂
@rashusingh6473,❤❤ ultimate
@vivekchauhan6172,"बढ़िया भाई जी
बिना गाली के भी कॉमेडी होती है।"
@deepakdogravlogs5114,❤❤
@arnavbhandari2409,Great to see that Arijit singh is a great comedian too
@prashantsursawant6782,"साला तू तो बहोत कमीना है, बहोत बढ़िया"
@nitinanurag3324,Areh Arijit tum
@shiwalichaudhary610,😂😂😂😂😂
@prernapandey8861,Amazing 😂
@imperfectanjali,Bahot hasaya Bhai tumne😂😂😂
@himeshmishra4879,Bhens nhi ho to Bel Ka mal chlega kya
@legendanimelover,😂😂😂❤❤
@unstoppable5066,Yeh Arijit Singh standup kabse karne lag gaya
@Nez108,Bolna tha New Subscribers here but Mere pe Bhi thoda Attitude build Up ho raha hai Ab isko Dekh Ke 😂🎉
@Rajiv56444,Agent 😂
@sucharitaapatanga369,I love you 💗 ❤❤❤❤😂😂😂😂😂
@kabirsingh1016,This is Kapil Sharma Level No Gaali Janta Bajawe Taali 😂
@yawarali7800,Sir sir 😅 🙌🏻 shudh desi comedy and your traveling vlog..nxt lvl..👌🏻
@ankitakumari1050,KY kahun mere pass shabd hi nhi hai🤣
@sahilnerkar1944,Arijit Singh after watching this video filed a case for self harrasment
@anandmourya1725,Shandarrrrrr😂😂😂
@vikashshankhwar9355,Graet osm ❤
@deepaksuryavanshi1172,😂😂
@upendrakumargupta4273,Bahut achha hai
@Salman_Ahmad_11,Mast
@AmanPandey-zt6lu,Elvish bhaiii support kro❤
@Vyomasur,19:35 Arijit Singh 😢😂
@MinesofFacts,Superb 😂 you made my day
@vikasagrawal9470,Excellent
@gurleenkaur5996,❤❤
@gurleenkaur5996,😂😂
@aamirrockstar6515,Ravi Gupta ❌ Arijit Singh ✔️
@phhonkaskim3177,Nice
@Rahul-dq6qk,"Bro u deserve more audience  ,likes , views subscribers."
@btrvijaykumar,Gajab😅😅😅😅😅
@BhupendraSingh-ug5yq,Song??
@Khanbhai-m6q6n,Ek No bhai
@neerajgandhi4405,Luv u
@neerajgandhi4405,Bhai tu sach main pagal hai😂😂😂😂
@arunabhanag5303,Yeh Arijit Singh ne comedy karna kab start kar diya
@vickykataria3075,गजब
@deepakrawatvlog22,Ravi Bhai grate har punch PE haasi aati hai
@deepakmishra5931,Sir aap gajab ho yaar maza aa gaya.
@punamtiwari6528,😂😂😂😅😅😅
@mkb1786,Fantastic 👌👌👌👌
@ajaichandra8950,I laughed and laughed 🤣
@ipsingh6538,बिना गाली के भी हसाया जा सकता है आपने साबित कर दिया
@Suresh22k,Gupta ji Best😊
@MukhiTalk,Uttam nagar wale ki taraf se bhot bhot shubh dhanywad
@gulshanmitroo,Love you always.  You are just superb.
@kediboni,Salute to you brother... Clean and excellent family wali comedy.. 😂😂
@rrrk2341,Bakwas
@himanshubaudh3207,Nice👍
@KANPURRIDER,You are my all-time favourite ❤
@happinessoverloaded228,Hilarious
@rajshekharsaxena1739,I appreciate you.😁
@easysolution6809,superb
@tenzinrinzin8550,He is the best!
@harrygill6169,Solid … love your work ❤
@pratibhasingh2836,"Sir aap super ho, aapke bate to mjedar h apki awaj bhi मधुर 😂 है"
@kunalsangwan8482,Best😂😂😂😂😂
@officialgautambhai1073,Love from Ludhiana Punjab ❤❤
@PizzaKing469,Love the show
@a.r.pindie8479,Excellent. Keep it up.
@vishsam007,Awesome Video
@joydeeproy9770,Haans haans ke pet fat gya humara😅😅
@kumarsambhavchoubey609,बहुत बड़ियां गुप्ता जी
@nautankeysanto7302,Awesome video
@RavinderSingh-ii1vl,😂
@vikassamial5840,Gajab bhai😂😂😂😂
@ShahrukhKhan-bk5bs,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
@snehalzumba9312,"Bhai me office me hu aur lunch time me aapka video dekh Rahi Hu, Sare gore log aise ghur ghur k dekh rahe hai jaise Hasana ek Gunah hai😅😂"
@pravinkukreti,Gupta ji bohat badhiya maza aa gaya me har din ye wala video dekhta hi hu YouTube chalu karte hi.
@sunitasoni5810,😂
@Kingshorts7_18,No1😂😂😂
@sefre731,pata nai indians kesy has letay
@sefre731,kasey has letay ho yr
@dwivedikaustuv,Subscribed
@lakshaykumarwalia4163,Bhai 😂😂😂😂 amazing content
@deeprajkarsh6998,Next level bhai.....mza aa gya😂😂
@ritusharma5436,Your work from home wala stand up my all tym fav 😍
@sushant3701k,Literal meaning of being funny ❤❤❤
@chandrakantasahoo7681,"U r awesome bro
Keep it up 💯"
@pradipshikhare108,😂😂😂
@ParamGGOP,Fullll entertainment
@lucknowkivibes,Good ❤
@nadeemakram9221,very good wit  like  abhisek upmanhui
@munishkumar4583,Bhaji zabaradast
@yuktadas662,Arijit Singh is that you?😂🫶🏻
@praveshpandey9698,Bahot achhi aur new video daliye plz❤
@azharhot,Laughing like mad at 3am lol 🤭
@apnahind,"Meri wali v chhor ke chali gayi BKL 😢
Bina reason bataye, bina kuch kie, bina kuch jaane samjhe.
Koi kaise badal sakta hai itta jaldi? Or mai pagal raat ke 3 bje v usi ke bare me sochte sochte ye video dekhne aaya hu"
@Pawan.214,Bhai aisa lagraha thaa ke Apke Vlogs ki Reels ka Long version dekh raha hoon.. 🤣🤣🤣🤣🤣
@readerfocus3158,😁😁😁😁😁😁😁😁
@NarayanGupta007,"You're A Gem For Sure... 💓💓
Aapki ek–ek Line made me Laugh harder & harder... Even At 2:00 AM !! 💘💘"
@Chetaney,Awesome 👍😎 man
@swetasingh-rj2cw,👍👍👍
@Dipti_9,😂😂❤❤❤😜🤪
@razamirzamohammed8272,Mazzaa agaya! keep Laughing😂
@richaachhh3672,U r juzzz sooooo effortless..❤❤
@azamali878,Hahahahahahah yarrr end kar dia hai bhai 😂😂😂 respect bro from Pakistan ❤
@Rahmanfarha,😂😂😂😂
@bikashmandal232,"R a gupta jii aap to Arijit Singh lag rahe ho...
Gaana try kiya karo sir jii..."
@sonalirsharma4514,❤❤❤😂😂
@RaviRajput-z1i,Maine ye video din k 50 v chaye pite howe dekhi hai 😂 maja aa gya
@sahilthapa2080,Bohot funny 😂😂😂
@ashrafulshehab9704,Great🤣🤣🤣
@mandeeptharyan2465,Mast video hai sir ji 🙏❤️😊👏👏👏
@karanpatel-ol5my,Song in the start?
@samarthsingh119,😂😂
@arushmangal9901,Yeh Arijit Singh kaha se aa gaya?
@sumitburman4782,I love your all videos ravi sir....aapki videos ka bhot intezar rehta h...next video ke liye jyda intezar mt krana...❤
@ExnessCopyTrade,Love from Bangladesh ❤
@davianverse9984,dialogue delivery bhai sab...😂
@Thodapadhle334,Amazing vdo
@ritiksolanki4236,Tickets price bahut zyada hai...comedy wonderful....
@parassood3735,Badiyaa hai bhai
@7781Bunny,Too good Man🔥👏
@Hridoy1994,Sasta Arijit Singh 🙈🤣
@poojab9426,😅😅❤
@ItsAbhishekKumar,Aapka video itna accha lagta hai ki roj ek nayi video dekhne ka man hota hai.. roj video upload Kiya kare
@teachfaizanrock1536,1 se zyda bar dekhe wale like kare
@TheAshar09,😂😂😂bohat kamal
@akhilmuhammed432,Hit subscribe within 2 mins. Awesome stuff. 1m sub soon.
@RadicalMindsMysteries,flat jokes this time
@fromroots,Thanks for the 🤣
@DesiKheti_Nitesh,This is called firecracker comedy.....burst after burst after burst
@indupandey5338,Love the comedy
@amanjaiswal6167,Awesome 🎉🎉
@teachfaizanrock1536,My fev comedian when to up ka akhbar
@sundeepbijlani1287,Very nice
@its_mrperfect,2+2=4 . People 😂😂😂😂😂
@nasimulrizu786,"Another awesome one, brother 🤘🏻"
@fromroots,"मैं आज की फटी में हूँ, मैं कल की चिंता नहीं करता! 🤣🤣🎖🏅🥇"
@yashsingh-ue2ip,maza aya
@onetribalgirl1234,😂
@deepakmehra-zd5sh,🤣🤣🤣🤣🤣🤣
@SonuHashami-l3r,Love u bro
@shubhamdas5676,Simply awesome.....😂
@Being_Swapnil.,"You r the best comedian, and the best part is u never disrespect your audience"
@ruchisingh4973,Wow..what a stand up man! 🔥
@mirzakir1095,"Main apka live performance dekha hoon,ITC royal bengal(Kolkata) mein."
@sadiqsazz6373,"Bhai first Time dekha hu😂 Maza a gya bhai😂😂😂
Bhai 3 ghante me 18 Baar Peshab, Diabetic hai ap😂😂"
@imrankhan-bn4vg,😂😂😂 outstanding
@cityhsports,Badi zehar comedy krte ho gupta ji... 😂😂😂 fan ho gya bhai ❤❤
@saugatjungshahi4631,Solo traveler hu attitude bahut hein😂😂😂
@KumarKumar-nx8th,Ye banda bass mujhe hi Arijit singh jaisa dikh raha hai kya.. ..ki tum sab ko bhi..😅
@mitravarunchauhan1100,❤
@prashantvai6462,Itne sare jokes ek video m...🤣🤣
@kevinonez,"Very nice and decent comedy 
Really enjoyed a lot 😅😅"
@amit23raj,Maza aa gya 😂😂
@aiiii180,Aapko movie me voiceover karna chahiye itni bhari aawaz
@suraj5893,Awesome bhai ........ amazing session 😅❤
@mukeshtiwari8687,Nice Mazza aaya😂😂😂
@userxyz1737op,sasta arijit singh
@RANDEEPANDRANDEEP,Extremely good❤
@deshdeepakauthor8833,Super
@KimchiAndChips1,He speaks somewhat like Pankaj Tripathi
@shrekwazowski2325,😂😂😂😂
@etc_viral,Really brilliant men yaar😂. 15 sec bhi bina hase rhme nhi diya bande n 😂
@the_bhartiya_spirit,😂
@shailendrayadav1157,😂😂😂😂 bahut sundar
@deblinasengupta7614,You exactly looks like Rupam Islam 😅😅
@ashu23official55,"Comedy ka Arijit Singh 
😂😂😂😂😂"
@GaurabhYadav-g5q,Nice video 😊
@swarnadityaa,I was depressed for the entire day you make me laugh. Thank you Gupta ji
@Ayushkatiyar33,1 nomber
@TrainWithcd,Green tea 🍵 😂😂😂😂
@shreyashsonawane6430,You're one of the greatest stand-up artists India will ever have❤🙌
@KhatiBangaliChele,19:17 song ka nam kay hai  yrr
@shipz86,Best comedian..solo trip ka toh pata ni but solo watching is actually very fantastic 🎉🎉
@fahad22941,I m from Pakistan and big fan of urs….
@dipeshbisht1197,Y public jo sirf baat krne pr has 😂 rhi kitne me bikti h
@abhinavsengar789,Mere saath made in Bangladesh ka joke hua tha UK me. Mene kaha made in Bangladesh hi lena tha showroom se to metro me paise kahrcha kyu kiye😂
@chandankumarjani8755,Ur best 😍
@kishortilwani6617,Excellent fantastic.. 1 sec k liye bhi   miss ni krne wala aaj ka ye video 🤣🤣🍫
@azadahmad934,"Wah yarr kmaal a boss 😂😂😂
I'm from PAKISTAN ❤"
@omprakashtaram8134,Majaa aaya
@vikasgusain6568,Ye arijit singh kb se comedy krne lge
@pritikathakur5833,You are amazing Gupta ji . Sab tnsn bhag gya apki comedy sun ke. Wo bhi repeat pe..😊😂
@vikaskashyap2946,Mast h bhai
@faizahmad3831,Best
@NarendraSingh-eb7zt,Awesome as always!! Simply delivered superb laughter
@soniya4240,Super😂
@sandhyachhetri9832,❤❤❤❤❤❤
@shubhamparmar6109,Bhai Iphone ke lekar banao yr thoda or accha 😂
@bankr0827gmail,Patna me wait rahega bhia apka
@Aniketmehra-c1d,Bhai Sahab aapka to jabab nhi 😂❤
@Gaurav-md7ee,Love from Meerut
@swatiagarwal3014,Amazing 😂😂😂😂
@ajitsingh0690,"Main Comment nahi Karunga, kyunki ATTITUDE bohot hai mujhme 😎😎😎"
@DeepakG-j9h,Mst❤❤🎉❤❤
@MeriiMoviess8005,"Sahi h aaj tk k sbse jyada scooty k model Maine Goa me hi dekha h
Aur paidal chalne p police fine leti h😅😅😅"
@EduHelp_blog,Best video
@vidhu1989,Gupta ji ka maal bade kaam ka😂😂😂😂
@virTHEwit,No competition sir❤❤
@varunvermavlogs1448,Har Hillstation pe Maggi point aur Suicide point hota hai saala 😂😂😂😂
@Rajkumar78885,❤❤ Kamal ki Comedy Hoti hai aapko hamesha........talki way presentation....wow......😊😊
@Sk-info7,Mst❤
@vineetkumarsingh9108,"His level of bakchodi 💯
😂👌
Seriously bhai ghazab thought process h"
@vikasjangid00,Made my day
@SatyamSingh-zw9kb,Super. Long time since I watched a real good stand-up comedy show like this..
@m.rahman2843,😂😂😂😂
@sushilgiri7259,Bass maza aa gya sir.😅😅😅
@harshaajad1923,Bhai sach Mai Dil khush ho gaya 😂😂😂
@DeepakDas-tc4nw,best
@kavirajnishthakur9203,Mind pe load nh aata sunne m Bhai ko.❤
@Ahmadarif330,Not satisfying 😂
@lakshaychawla3103,Mera sast Arijit Singh 🤣
@LetsKnowMore..,Epic😂😂😂
@umeshgadekar1,व्वा गुप्ता जी....❤
@shubhambughani618,You are awesome
@CORZI1814,Love from kupwara Kashmir sir ❤❤❤
@ossamaatique,😂😂😂🤣🤣
@Problemnomatter,Khupach fadu Bhai 👍👍👍
@chandanmohanty991,Looks like Arjit Singh ❤
@viveksingh42,😅😅😅😅😅
@ansharulmansur,Girlfriends baali baat bahut aachi thi yarr 😂😂😂
@dearzindagi9888,Tabaahiiiii hiii 😂😂😂katatiii zehar .....bina effort lagaye has pari hun is kalyug main or kya hi tarif kru
@heinrichdiniz3437,Bohut badiya made me laugh hard dude❤❤
@yrdev007,Mastttt😂
@HashimKhan-zi9qw,Awesome vedio sir❤
@bhusankarwade-kr1ni,Missed your Kolkata show brother ....but hope you'll come back to the city and hopefully I'll get the chance to see you live.. lots of love ❤ and best wishes
@TheSEENUShow,Abe kya hai ye 😂 world is not ready yet for ravi gupta 😂
@relaxinghub5173,0:25  song name please 😅
@nanu3948,Loved it❤😂..btw U look like arijit singh.😅
@arpanchamlingrai,Stand- up ke Arijit Singh 😅
@viveksrivastava5478,mai to gupta ji aapko dekh ke hi hasane lagta hu. Banarasi hu na. Very decent video and the best thing is abhadr bhasha ka nyuntam prayog.
@shikhasaini4231,Bhut😂😂😂😂😂
@richapankaj222,❤❤😂😂😂
@MahakalVlogs-2141,भाई पहली बार किसी को सब्सक्राइब कर रहा हूँ पूरे दिल से एक ही वीडियो देखकर।।
@shubh1hulkon329,Really one of the most versatile and best comedian 🎉🎉🎉😊
@YogendraSingh-ok7xu,Gupta bhai 😂😂😂
@PankajChamoli,"Gazab Gupta ji, bade dino k baad hi sahi. Par aap aaye bahaar aayi , ❤aapke short vlogs ka ek bada fan🎉"
@SHIELD2707,bhot bhadiya
@ARG1020,❤❤❤❤ from GKP
@raoatharkhan,"Looks : Arijit Singh
Accent : Pankaj Tripathi"
@riteshmishra5887,Maja Aa Gaya Yaar
@Fiitguy,bullaa
@chandansingh7934,बेहतरीन लाजवाब अद्भुत
@vickeysaxena7494,Peshab wala bhadiya tha guru....
@Bs-hj8jd,I love your comedy. No bad language still make us laugh❤❤
@rj4759,Super bro
@thecutechubbygal,Gupta ji you are awesome
@krisha1697,"Brother, you are infinitely better than that ridiculous, obscene Munavvar  Rana."
@Ghhggjvcchbvjhfvbgfxcvvcdx,Bhai ... Bahat agee Jaoge ... Ye guarantee hai ....Ek dam genuine lag raha hai ... so love the way ...
@beautyrai4413,Superb
@toufiqurrahmanifty4709,Why Arijit Singh left singing and started to do stand-ups?
@SushilThakur-k8e,Bhut mazz aata h video Dekh kar nice job ❤😂
@anubhavgamingtfg583,"A great comedian, great standup comedy, without any abusive word 😊"
@_divya.jadav_,Initially music baja tha vo kaunsa tha?
@unknown_boy_golden,Aapki video mai bhot baar dekh chuka chuka phir bhi dekhne ka hi Dil karta hai..love you ❤❤❤❤❤
